height,weight,label 
188,47,thin
120,70,fat
137,48,fat
183,43,thin
132,75,fat
177,37,thin
168,59,normal
170,71,normal
190,80,normal
152,52,normal
159,77,fat
181,99,fat
143,97,fat
156,65,fat
197,47,thin
142,55,fat
188,89,fat
198,62,thin
134,89,fat
140,86,fat
180,82,fat
170,50,thin
123,65,fat
162,36,thin
196,53,thin
132,84,fat
181,93,fat
159,47,normal
148,45,normal
135,50,fat
131,66,fat
125,97,fat
133,69,fat
173,52,thin
124,53,fat
135,67,fat
175,62,normal
130,53,fat
186,40,thin
200,41,thin
129,36,normal
193,44,thin
124,65,fat
181,65,normal
120,85,fat
152,77,fat
188,93,fat
120,36,fat
180,71,normal
162,93,fat
124,86,fat
120,72,fat
134,82,fat
178,60,normal
127,75,fat
158,55,normal
130,91,fat
163,42,thin
162,97,fat
171,93,fat
147,93,fat
141,67,fat
161,93,fat
128,68,fat
140,51,fat
135,87,fat
130,77,fat
199,36,thin
191,51,thin
195,78,normal
182,90,fat
136,84,fat
162,96,fat
124,74,fat
160,56,normal
175,38,thin
150,58,fat
170,99,fat
130,58,fat
169,56,normal
144,98,fat
193,43,thin
168,44,thin
180,75,normal
135,48,fat
196,76,normal
178,48,thin
198,75,normal
200,96,normal
166,90,fat
183,62,normal
121,36,normal
151,93,fat
177,71,normal
190,95,fat
178,61,normal
129,77,fat
196,59,thin
160,51,normal
149,84,fat
187,65,normal
197,64,thin
165,40,thin
144,56,fat
174,99,fat
120,66,fat
174,46,thin
138,37,normal
156,42,thin
168,40,thin
158,60,normal
152,68,fat
191,43,thin
152,87,fat
188,72,normal
128,49,fat
193,65,thin
183,100,fat
199,93,normal
187,48,thin
166,47,thin
170,70,normal
157,38,thin
185,93,fat
150,99,fat
192,84,normal
125,78,fat
195,86,normal
168,47,thin
127,79,fat
135,65,fat
128,42,fat
167,73,fat
133,80,fat
136,93,fat
138,80,fat
140,49,fat
127,96,fat
141,76,fat
148,39,thin
149,44,normal
194,83,normal
184,75,normal
165,99,fat
167,62,normal
176,84,fat
194,41,thin
150,78,fat
149,93,fat
153,99,fat
149,60,fat
138,96,fat
177,41,thin
166,73,fat
196,74,normal
140,90,fat
126,89,fat
164,63,normal
142,38,normal
165,59,normal
137,78,fat
182,57,thin
131,40,normal
122,88,fat
131,52,fat
141,87,fat
158,75,fat
174,83,fat
155,56,normal
141,84,fat
132,45,fat
156,73,fat
164,45,thin
187,43,thin
148,95,fat
122,41,fat
165,91,fat
193,58,thin
188,98,fat
154,38,thin
177,79,fat
134,42,normal
196,51,thin
184,80,normal
163,59,normal
183,77,normal
144,95,fat
147,91,fat
191,69,normal
124,56,fat
157,99,fat
127,77,fat
177,69,normal
142,72,fat
121,69,fat
161,75,fat
174,43,thin
125,80,fat
159,39,thin
127,93,fat
137,91,fat
158,65,fat
139,86,fat
133,54,fat
150,94,fat
166,54,normal
172,45,thin
169,75,fat
130,83,fat
130,70,fat
121,82,fat
190,75,normal
121,51,fat
159,62,normal
131,68,fat
163,94,fat
129,70,fat
199,97,normal
123,98,fat
120,44,fat
178,81,fat
187,100,fat
136,47,fat
178,86,fat
129,84,fat
136,79,fat
191,100,fat
152,76,fat
195,83,normal
141,71,fat
171,46,thin
127,61,fat
146,84,fat
137,53,fat
143,63,fat
138,83,fat
179,47,thin
131,64,fat
185,60,thin
131,70,fat
197,42,thin
127,86,fat
158,74,fat
197,52,thin
141,56,fat
165,40,thin
187,100,fat
122,39,fat
121,42,fat
196,79,normal
145,39,normal
186,57,thin
124,80,fat
186,59,thin
122,86,fat
161,52,normal
132,79,fat
164,71,fat
128,96,fat
160,97,fat
169,82,fat
140,69,fat
195,71,normal
123,48,fat
194,51,thin
170,40,thin
179,48,thin
165,89,fat
195,53,thin
122,57,fat
153,77,fat
131,79,fat
174,87,fat
156,79,fat
156,79,fat
155,85,fat
148,40,thin
199,47,thin
161,87,fat
152,69,fat
152,55,normal
169,44,thin
138,62,fat
198,66,thin
161,77,fat
122,63,fat
134,66,fat
128,99,fat
121,54,fat
162,47,thin
163,47,thin
141,35,thin
141,57,fat
159,99,fat
194,65,thin
199,73,thin
137,75,fat
136,70,fat
145,94,fat
179,87,fat
178,42,thin
181,46,thin
123,40,fat
156,87,fat
123,52,fat
131,49,fat
178,40,thin
172,42,thin
135,78,fat
184,64,normal
161,64,normal
196,97,fat
121,80,fat
159,79,fat
180,85,fat
150,91,fat
154,43,thin
141,61,fat
162,63,normal
123,76,fat
198,53,thin
192,42,thin
142,99,fat
186,60,thin
177,84,fat
172,37,thin
120,54,fat
135,37,normal
178,40,thin
151,90,fat
129,52,fat
150,93,fat
156,38,thin
171,55,normal
181,59,thin
157,98,fat
129,35,normal
166,58,normal
170,99,fat
166,97,fat
142,41,normal
166,60,normal
142,40,normal
167,45,thin
136,77,fat
162,77,fat
142,49,normal
166,62,normal
144,92,fat
189,38,thin
151,95,fat
140,44,normal
175,56,thin
170,98,fat
136,87,fat
150,66,fat
141,37,normal
169,36,thin
169,82,fat
195,64,thin
139,44,normal
160,55,normal
143,42,normal
168,86,fat
156,72,fat
156,47,normal
146,43,normal
171,94,fat
155,91,fat
150,49,normal
127,62,fat
160,88,fat
150,57,fat
184,82,normal
187,86,normal
174,89,fat
143,46,normal
189,57,thin
145,63,fat
174,83,fat
196,65,thin
174,82,fat
192,74,normal
121,58,fat
193,68,thin
151,97,fat
149,98,fat
121,52,fat
185,95,fat
184,36,thin
154,74,fat
161,47,thin
199,99,normal
196,43,thin
188,57,thin
162,41,thin
196,46,thin
139,88,fat
173,95,fat
184,64,normal
124,90,fat
134,94,fat
169,75,fat
168,69,normal
151,53,normal
144,86,fat
149,51,normal
174,81,fat
183,76,normal
135,52,fat
172,39,thin
127,88,fat
170,53,thin
136,68,fat
153,86,fat
187,77,normal
195,42,thin
122,40,fat
190,63,thin
149,85,fat
163,88,fat
187,89,fat
169,85,fat
146,53,normal
175,89,fat
152,75,fat
181,87,fat
143,69,fat
171,55,normal
171,78,fat
142,85,fat
192,37,thin
124,62,fat
185,69,normal
164,79,fat
155,77,fat
123,48,fat
143,50,normal
148,60,fat
122,70,fat
182,68,normal
183,52,thin
143,53,fat
161,77,fat
135,72,fat
162,71,fat
164,45,thin
141,53,fat
171,59,normal
125,72,fat
191,54,thin
193,42,thin
137,58,fat
196,76,normal
158,92,fat
129,56,fat
191,53,thin
142,54,fat
172,48,thin
182,71,normal
132,61,fat
158,89,fat
188,36,thin
161,68,fat
183,45,thin
147,58,fat
155,89,fat
164,56,normal
124,53,fat
169,48,thin
125,52,fat
141,100,fat
157,43,thin
124,56,fat
164,58,normal
168,69,normal
173,99,fat
153,68,fat
128,53,fat
185,60,thin
169,50,thin
196,61,thin
161,48,normal
135,87,fat
148,48,normal
123,74,fat
195,97,fat
136,98,fat
177,55,thin
164,70,fat
149,80,fat
148,78,fat
197,53,thin
169,84,fat
120,55,fat
152,42,thin
133,44,normal
155,48,normal
180,82,fat
152,60,fat
153,65,fat
193,81,normal
176,62,normal
124,44,fat
161,91,fat
160,84,fat
184,63,normal
164,39,thin
157,71,fat
129,48,fat
155,41,thin
190,38,thin
151,47,normal
184,49,thin
139,80,fat
175,81,fat
140,85,fat
150,69,fat
148,53,normal
143,66,fat
192,60,thin
186,88,fat
161,67,fat
123,69,fat
129,47,fat
128,70,fat
193,51,thin
192,99,fat
193,94,fat
155,91,fat
140,91,fat
178,39,thin
135,55,fat
174,99,fat
174,44,thin
183,48,thin
152,96,fat
141,64,fat
126,97,fat
158,60,normal
146,54,fat
195,89,normal
181,63,normal
169,68,normal
131,49,fat
198,64,thin
178,80,fat
142,78,fat
179,75,normal
156,49,normal
128,64,fat
169,39,thin
193,37,thin
178,95,fat
144,45,normal
131,60,fat
193,66,thin
141,87,fat
130,48,fat
176,75,normal
197,49,thin
194,85,normal
142,100,fat
189,99,fat
122,98,fat
163,100,fat
186,79,normal
151,100,fat
181,76,normal
168,39,thin
143,99,fat
196,44,thin
138,82,fat
163,55,normal
190,47,thin
198,98,normal
124,89,fat
124,57,fat
173,83,fat
123,65,fat
145,93,fat
131,95,fat
140,95,fat
196,60,thin
147,37,thin
142,95,fat
150,43,normal
192,61,thin
137,43,normal
142,75,fat
125,87,fat
199,93,normal
144,99,fat
121,99,fat
198,51,thin
195,61,thin
199,36,thin
155,66,fat
135,65,fat
138,96,fat
196,41,thin
199,55,thin
163,76,fat
179,93,fat
122,51,fat
150,82,fat
137,95,fat
134,62,fat
180,88,fat
195,93,normal
169,97,fat
188,70,normal
183,57,thin
174,98,fat
165,63,normal
135,78,fat
166,59,normal
174,62,normal
141,51,fat
187,65,normal
175,79,fat
143,42,normal
140,64,fat
168,75,fat
196,90,normal
151,93,fat
121,76,fat
166,49,thin
195,91,normal
164,38,thin
125,97,fat
184,88,fat
143,42,normal
121,85,fat
180,57,thin
183,82,normal
168,41,thin
182,46,thin
160,42,thin
139,59,fat
129,69,fat
163,55,normal
147,86,fat
133,60,fat
169,39,thin
192,48,thin
157,41,thin
176,43,thin
120,43,fat
188,37,thin
172,45,thin
164,88,fat
151,100,fat
126,78,fat
168,48,thin
134,75,fat
186,65,normal
132,73,fat
131,93,fat
161,64,normal
198,99,fat
138,45,normal
185,98,fat
174,72,normal
188,63,thin
134,47,fat
161,35,thin
179,40,thin
128,53,fat
149,92,fat
178,85,fat
153,64,fat
145,77,fat
189,61,thin
140,91,fat
123,41,fat
193,84,normal
123,75,fat
148,83,fat
168,96,fat
197,39,thin
197,53,thin
141,46,normal
127,41,fat
151,86,fat
192,96,fat
200,37,thin
152,96,fat
147,66,fat
158,94,fat
165,87,fat
157,96,fat
183,78,normal
125,45,fat
168,43,thin
144,91,fat
122,51,fat
180,49,thin
135,78,fat
120,86,fat
147,64,fat
154,72,fat
147,60,fat
121,94,fat
144,99,fat
128,52,fat
153,80,fat
189,67,normal
166,98,fat
197,100,fat
141,96,fat
200,84,normal
195,95,normal
140,77,fat
143,76,fat
157,38,thin
138,70,fat
121,50,fat
194,39,thin
124,48,fat
165,52,normal
138,84,fat
120,49,fat
169,41,thin
134,65,fat
129,62,fat
122,81,fat
145,82,fat
151,95,fat
128,76,fat
174,80,fat
165,55,normal
154,81,fat
178,89,fat
197,73,normal
150,97,fat
172,82,fat
187,37,thin
133,59,fat
176,97,fat
133,91,fat
193,92,normal
159,88,fat
183,39,thin
176,85,fat
176,50,thin
121,60,fat
183,96,fat
176,82,fat
121,56,fat
199,56,thin
190,38,thin
178,94,fat
198,68,thin
126,37,normal
199,63,thin
178,58,thin
158,64,fat
188,71,normal
200,99,normal
177,41,thin
121,83,fat
120,63,fat
176,44,thin
134,86,fat
136,57,fat
159,41,thin
165,89,fat
141,82,fat
144,94,fat
134,90,fat
199,61,thin
125,64,fat
150,65,fat
123,74,fat
164,44,thin
169,84,fat
151,43,normal
158,50,normal
147,87,fat
155,68,fat
140,72,fat
190,83,normal
193,63,thin
164,36,thin
177,94,fat
135,95,fat
126,70,fat
153,36,thin
148,66,fat
164,59,normal
148,61,fat
143,99,fat
130,69,fat
189,37,thin
177,54,thin
152,61,fat
186,69,normal
121,63,fat
130,43,fat
132,94,fat
124,95,fat
152,46,normal
166,92,fat
160,48,normal
185,68,normal
120,55,fat
198,77,normal
156,72,fat
192,40,thin
171,92,fat
139,72,fat
120,88,fat
162,63,normal
171,60,normal
142,59,fat
140,87,fat
135,57,fat
160,45,thin
196,88,normal
191,76,normal
193,38,thin
196,76,normal
179,83,fat
124,94,fat
175,71,normal
172,62,normal
181,37,thin
170,72,normal
123,53,fat
142,67,fat
196,81,normal
175,41,thin
156,38,thin
134,46,fat
192,79,normal
175,61,normal
142,91,fat
178,93,fat
154,93,fat
151,59,fat
154,99,fat
197,63,thin
142,48,normal
122,74,fat
138,86,fat
172,57,normal
121,52,fat
139,87,fat
182,46,thin
181,97,fat
177,87,fat
153,50,normal
144,44,normal
161,78,fat
166,92,fat
134,84,fat
196,55,thin
177,60,normal
132,46,fat
122,60,fat
156,96,fat
158,96,fat
163,97,fat
149,61,fat
184,54,thin
190,39,thin
165,89,fat
124,47,fat
169,42,thin
200,40,thin
193,56,thin
150,48,normal
130,56,fat
162,39,thin
168,90,fat
134,73,fat
135,64,fat
187,92,fat
131,76,fat
148,62,fat
171,60,normal
178,79,normal
192,76,normal
128,71,fat
146,50,normal
176,53,thin
177,69,normal
192,56,thin
130,50,fat
172,80,fat
169,46,thin
196,76,normal
165,52,normal
142,58,fat
173,73,normal
146,35,thin
181,63,normal
142,96,fat
200,98,normal
169,76,fat
131,50,fat
148,89,fat
121,65,fat
169,86,fat
141,100,fat
143,85,fat
195,54,thin
179,78,normal
165,63,normal
168,100,fat
141,65,fat
146,73,fat
199,41,thin
140,44,normal
155,47,normal
127,100,fat
125,92,fat
141,82,fat
149,86,fat
137,83,fat
167,38,thin
168,46,thin
122,47,fat
163,61,normal
198,72,thin
171,48,thin
187,65,normal
181,58,thin
171,85,fat
178,69,normal
186,43,thin
195,67,thin
137,45,normal
145,82,fat
144,87,fat
184,99,fat
171,70,normal
176,46,thin
200,43,thin
196,52,thin
145,55,fat
161,48,normal
141,41,normal
144,45,normal
141,85,fat
142,54,fat
174,54,thin
183,38,thin
126,38,normal
121,65,fat
136,58,fat
165,67,normal
197,93,normal
196,91,normal
150,65,fat
171,42,thin
196,40,thin
165,70,fat
182,91,fat
182,44,thin
170,77,fat
159,65,fat
156,99,fat
143,80,fat
139,50,fat
169,94,fat
195,76,normal
142,60,fat
199,75,normal
180,68,normal
128,91,fat
140,50,fat
139,43,normal
128,47,fat
132,87,fat
141,68,fat
181,57,thin
125,98,fat
170,53,thin
180,83,fat
146,58,fat
186,77,normal
187,74,normal
155,84,fat
126,44,fat
155,90,fat
169,90,fat
139,64,fat
134,59,fat
185,56,thin
174,51,thin
132,54,fat
184,72,normal
155,91,fat
194,44,thin
139,41,normal
127,64,fat
129,50,fat
144,84,fat
148,45,normal
131,72,fat
132,79,fat
130,78,fat
145,69,fat
150,78,fat
183,62,normal
139,85,fat
143,94,fat
195,73,normal
144,80,fat
198,97,normal
196,86,normal
140,65,fat
165,91,fat
157,65,fat
138,93,fat
153,90,fat
126,61,fat
130,91,fat
156,51,normal
186,56,thin
175,57,normal
175,54,thin
158,78,fat
128,37,normal
179,43,thin
186,72,normal
157,82,fat
129,94,fat
192,67,thin
152,55,normal
185,58,thin
147,60,fat
188,74,normal
166,76,fat
149,45,normal
181,84,fat
191,67,thin
194,46,thin
144,99,fat
147,83,fat
184,89,fat
176,85,fat
169,86,fat
181,56,thin
131,50,fat
182,70,normal
142,93,fat
164,85,fat
161,96,fat
168,40,thin
129,75,fat
186,92,fat
152,59,fat
191,50,thin
129,74,fat
178,71,normal
133,77,fat
147,36,thin
187,69,normal
128,37,normal
179,86,fat
135,89,fat
138,97,fat
177,39,thin
191,80,normal
151,50,normal
176,51,thin
141,67,fat
198,35,thin
173,43,thin
187,84,normal
175,50,thin
181,49,thin
131,84,fat
153,44,normal
172,41,thin
172,85,fat
146,47,normal
145,63,fat
198,50,thin
184,72,normal
148,61,fat
182,68,normal
160,73,fat
186,95,fat
180,87,fat
138,60,fat
156,41,thin
196,68,thin
200,94,normal
135,80,fat
141,79,fat
161,49,normal
152,43,normal
142,58,fat
162,50,normal
126,37,normal
145,37,thin
195,40,thin
164,76,fat
199,64,thin
165,63,normal
180,89,fat
173,76,fat
193,98,fat
129,83,fat
149,99,fat
167,91,fat
172,64,normal
142,81,fat
195,72,normal
128,99,fat
120,69,fat
145,65,fat
185,97,fat
189,66,thin
129,75,fat
134,85,fat
132,100,fat
121,88,fat
121,68,fat
126,78,fat
186,69,normal
152,53,normal
130,70,fat
131,48,fat
155,49,normal
157,86,fat
186,49,thin
121,52,fat
157,91,fat
122,69,fat
141,98,fat
166,81,fat
155,97,fat
141,92,fat
122,84,fat
198,35,thin
120,68,fat
144,96,fat
122,74,fat
192,73,normal
198,54,thin
173,54,thin
180,60,normal
164,65,normal
187,52,thin
126,87,fat
167,59,normal
196,90,normal
197,74,normal
149,55,normal
162,50,normal
185,63,thin
162,67,fat
159,41,thin
197,100,fat
161,67,fat
176,87,fat
195,63,thin
175,70,normal
145,59,fat
177,100,fat
186,73,normal
158,60,normal
122,53,fat
180,47,thin
155,36,thin
132,47,fat
167,73,fat
131,86,fat
137,60,fat
195,42,thin
126,44,fat
170,80,fat
171,83,fat
198,93,normal
134,41,normal
181,52,thin
179,68,normal
159,71,fat
172,59,normal
140,86,fat
198,63,thin
164,54,normal
173,94,fat
188,86,normal
149,50,normal
149,73,fat
197,39,thin
197,63,thin
189,56,thin
149,59,fat
132,71,fat
179,38,thin
188,65,thin
121,69,fat
156,63,fat
122,50,fat
193,86,normal
175,97,fat
145,69,fat
148,68,fat
182,38,thin
148,72,fat
193,62,thin
144,79,fat
138,81,fat
132,96,fat
190,75,normal
184,77,normal
192,56,thin
124,53,fat
187,76,normal
124,52,fat
161,39,thin
139,90,fat
147,61,fat
161,35,thin
135,84,fat
129,60,fat
133,77,fat
198,38,thin
172,66,normal
124,98,fat
154,62,fat
141,54,fat
138,99,fat
158,98,fat
137,81,fat
155,73,fat
131,98,fat
135,58,fat
191,77,normal
150,69,fat
147,87,fat
156,51,normal
197,61,thin
179,81,fat
181,71,normal
160,92,fat
167,87,fat
128,35,normal
154,96,fat
189,77,normal
161,68,fat
169,86,fat
145,86,fat
162,55,normal
133,86,fat
188,52,thin
177,71,normal
175,72,normal
133,50,fat
130,91,fat
172,45,thin
189,66,thin
158,72,fat
148,91,fat
186,88,fat
189,70,normal
153,56,normal
162,49,normal
172,40,thin
187,54,thin
121,67,fat
173,72,normal
149,72,fat
187,53,thin
159,71,fat
186,91,fat
183,97,fat
156,68,fat
145,99,fat
173,37,thin
176,94,fat
153,35,thin
185,42,thin
147,45,normal
128,41,fat
144,64,fat
173,97,fat
152,56,normal
185,96,fat
182,79,normal
126,69,fat
123,98,fat
179,38,thin
138,97,fat
123,66,fat
189,70,normal
185,59,thin
152,51,normal
134,36,normal
155,76,fat
120,74,fat
152,53,normal
167,83,fat
121,84,fat
162,51,normal
159,97,fat
132,77,fat
181,54,thin
195,97,fat
168,82,fat
135,44,normal
152,76,fat
127,79,fat
143,65,fat
124,47,fat
120,80,fat
184,100,fat
138,79,fat
133,100,fat
138,49,fat
158,60,normal
167,95,fat
145,67,fat
188,53,thin
125,88,fat
149,49,normal
196,73,normal
157,67,fat
155,44,thin
130,93,fat
173,58,normal
180,69,normal
187,95,fat
156,98,fat
136,93,fat
159,84,fat
162,98,fat
186,38,thin
172,86,fat
158,82,fat
148,80,fat
149,75,fat
163,43,thin
198,78,normal
174,39,thin
194,43,thin
194,73,normal
148,69,fat
160,88,fat
152,76,fat
160,44,thin
161,40,thin
175,94,fat
193,58,thin
143,78,fat
179,89,fat
145,76,fat
139,55,fat
144,63,fat
175,48,thin
158,81,fat
125,68,fat
198,37,thin
125,45,fat
188,94,fat
120,35,normal
154,54,normal
171,68,normal
165,44,thin
136,62,fat
153,79,fat
178,41,thin
193,72,normal
161,49,normal
133,91,fat
169,67,normal
130,90,fat
199,75,normal
131,64,fat
143,89,fat
182,60,thin
155,78,fat
159,90,fat
147,69,fat
134,88,fat
169,50,thin
143,80,fat
129,68,fat
192,71,normal
195,67,thin
174,68,normal
148,87,fat
150,46,normal
150,69,fat
177,59,normal
126,89,fat
140,81,fat
192,38,thin
179,93,fat
138,81,fat
195,99,fat
173,63,normal
155,55,normal
183,77,normal
171,87,fat
191,44,thin
157,76,fat
127,95,fat
157,95,fat
146,68,fat
173,52,thin
178,66,normal
176,38,thin
151,38,thin
165,84,fat
159,61,normal
197,98,fat
190,48,thin
169,82,fat
161,35,thin
145,87,fat
129,66,fat
133,99,fat
166,95,fat
171,67,normal
152,100,fat
173,37,thin
141,67,fat
174,61,normal
198,56,thin
166,46,thin
169,70,normal
176,83,fat
146,57,fat
199,55,thin
152,45,normal
137,43,normal
167,90,fat
153,62,fat
151,48,normal
152,46,normal
120,64,fat
198,40,thin
146,83,fat
182,36,thin
120,79,fat
172,87,fat
190,92,fat
177,54,thin
128,71,fat
180,60,normal
182,99,fat
136,48,fat
168,50,thin
161,59,normal
197,77,normal
175,95,fat
149,37,thin
185,51,thin
150,83,fat
180,36,thin
200,47,thin
150,61,fat
177,90,fat
133,55,fat
193,88,normal
174,47,thin
162,85,fat
198,43,thin
170,41,thin
172,100,fat
191,93,fat
199,53,thin
126,43,fat
144,52,fat
136,61,fat
194,81,normal
152,51,normal
126,85,fat
150,68,fat
142,51,fat
132,99,fat
194,52,thin
173,70,normal
189,88,normal
167,42,thin
173,36,thin
136,65,fat
124,62,fat
148,35,thin
126,91,fat
187,67,normal
125,79,fat
195,90,normal
153,90,fat
198,49,thin
171,68,normal
198,84,normal
147,43,normal
200,80,normal
138,89,fat
147,94,fat
165,37,thin
170,36,thin
160,80,fat
194,100,fat
186,66,normal
180,46,thin
156,88,fat
162,35,thin
132,58,fat
170,67,normal
127,97,fat
123,71,fat
198,82,normal
136,49,fat
120,54,fat
194,69,thin
143,50,normal
131,70,fat
126,78,fat
172,39,thin
164,91,fat
184,75,normal
163,98,fat
131,57,fat
170,92,fat
145,92,fat
150,50,normal
189,94,fat
181,45,thin
155,84,fat
200,94,normal
195,88,normal
155,43,thin
178,58,thin
192,65,thin
124,38,normal
159,100,fat
123,86,fat
173,41,thin
172,96,fat
137,58,fat
187,90,fat
144,47,normal
157,49,normal
163,67,fat
173,75,fat
189,40,thin
122,88,fat
196,36,thin
130,67,fat
126,55,fat
177,37,thin
152,95,fat
159,66,fat
171,86,fat
146,37,thin
173,35,thin
135,63,fat
170,37,thin
153,47,normal
146,93,fat
145,56,fat
121,50,fat
146,58,fat
185,78,normal
168,38,thin
188,46,thin
139,44,normal
189,72,normal
147,54,normal
153,63,fat
193,35,thin
129,75,fat
148,54,normal
165,95,fat
152,57,normal
198,62,thin
184,58,thin
165,64,normal
152,99,fat
186,82,normal
170,38,thin
122,76,fat
123,79,fat
127,78,fat
170,72,normal
167,97,fat
129,48,fat
149,63,fat
166,47,thin
194,48,thin
200,92,normal
200,45,thin
143,97,fat
161,96,fat
162,55,normal
183,37,thin
142,56,fat
139,48,normal
180,66,normal
155,65,fat
137,52,fat
146,44,normal
135,89,fat
175,90,fat
135,51,fat
147,89,fat
178,98,fat
130,68,fat
183,52,thin
170,44,thin
127,93,fat
157,62,fat
177,100,fat
158,86,fat
137,92,fat
195,35,thin
160,38,thin
193,42,thin
186,50,thin
190,85,normal
142,72,fat
165,38,thin
125,76,fat
148,77,fat
139,93,fat
122,42,fat
149,70,fat
166,36,thin
132,75,fat
122,64,fat
168,70,normal
182,75,normal
198,81,normal
160,58,normal
145,50,normal
128,74,fat
168,89,fat
142,40,normal
157,77,fat
168,43,thin
153,94,fat
124,69,fat
124,88,fat
134,59,fat
181,37,thin
175,84,fat
177,95,fat
124,72,fat
147,94,fat
147,48,normal
136,46,normal
185,36,thin
183,79,normal
140,89,fat
152,37,thin
180,87,fat
195,72,normal
147,98,fat
200,76,normal
151,88,fat
133,44,normal
176,71,normal
130,86,fat
128,93,fat
181,37,thin
169,74,fat
197,36,thin
134,38,normal
158,49,normal
145,69,fat
159,82,fat
165,41,thin
135,76,fat
172,42,thin
177,92,fat
190,82,normal
179,37,thin
178,47,thin
150,42,normal
174,43,thin
150,44,normal
132,59,fat
132,80,fat
133,57,fat
187,45,thin
170,56,normal
165,77,fat
123,82,fat
164,63,normal
170,59,normal
173,68,normal
156,84,fat
150,56,normal
200,100,fat
176,63,normal
183,90,fat
186,99,fat
195,58,thin
152,100,fat
156,50,normal
135,65,fat
197,94,normal
150,81,fat
159,61,normal
147,46,normal
172,73,normal
185,86,fat
154,48,normal
192,45,thin
188,59,thin
186,97,fat
121,76,fat
120,61,fat
176,36,thin
157,77,fat
169,38,thin
165,43,thin
182,57,thin
198,46,thin
188,84,normal
143,40,normal
121,96,fat
174,73,normal
190,87,normal
176,59,normal
125,60,fat
135,75,fat
132,86,fat
125,87,fat
139,87,fat
200,82,normal
145,76,fat
139,62,fat
136,63,fat
125,35,normal
139,77,fat
166,55,normal
141,81,fat
184,60,thin
128,74,fat
185,44,thin
157,98,fat
132,68,fat
156,75,fat
194,65,thin
150,38,thin
137,50,fat
188,81,normal
176,69,normal
129,72,fat
161,76,fat
174,65,normal
198,46,thin
134,61,fat
193,41,thin
190,62,thin
169,63,normal
127,62,fat
137,63,fat
195,49,thin
194,96,fat
164,71,fat
165,89,fat
185,58,thin
132,75,fat
156,72,fat
132,66,fat
162,37,thin
174,59,normal
171,72,normal
145,43,normal
177,48,thin
131,63,fat
149,100,fat
174,94,fat
139,94,fat
175,50,thin
126,93,fat
161,62,normal
144,85,fat
161,71,fat
138,99,fat
132,36,normal
142,83,fat
171,51,thin
154,67,fat
199,92,normal
186,51,thin
125,62,fat
187,77,normal
156,71,fat
137,43,normal
169,96,fat
122,79,fat
152,46,normal
152,71,fat
143,92,fat
158,72,fat
172,96,fat
150,77,fat
152,51,normal
156,99,fat
142,68,fat
181,58,thin
186,87,fat
166,54,normal
163,48,thin
134,59,fat
197,57,thin
142,70,fat
163,71,fat
146,97,fat
179,54,thin
161,78,fat
176,46,thin
171,42,thin
182,69,normal
177,75,normal
190,89,normal
138,84,fat
123,98,fat
148,63,fat
126,68,fat
161,75,fat
175,87,fat
132,57,fat
189,67,normal
194,93,normal
151,51,normal
121,38,fat
129,52,fat
171,45,thin
168,62,normal
124,84,fat
176,63,normal
197,58,thin
180,92,fat
132,64,fat
134,54,fat
196,69,thin
138,69,fat
149,75,fat
126,99,fat
132,51,fat
128,37,normal
135,77,fat
163,41,thin
145,58,fat
161,71,fat
189,45,thin
156,90,fat
164,52,normal
145,38,thin
178,49,thin
190,57,thin
129,56,fat
156,36,thin
190,93,fat
142,56,fat
130,45,fat
161,56,normal
125,67,fat
156,88,fat
192,98,fat
162,86,fat
198,83,normal
189,68,normal
176,50,thin
177,80,fat
168,48,thin
123,69,fat
124,47,fat
125,76,fat
147,97,fat
140,37,normal
150,81,fat
191,61,thin
145,95,fat
173,57,normal
160,39,thin
169,61,normal
171,96,fat
123,93,fat
126,80,fat
157,78,fat
192,78,normal
180,79,normal
122,43,fat
171,66,normal
176,71,normal
174,85,fat
199,37,thin
145,82,fat
195,63,thin
151,63,fat
131,91,fat
155,60,normal
128,76,fat
169,79,fat
137,44,normal
123,77,fat
183,46,thin
157,45,thin
189,48,thin
150,89,fat
130,43,fat
167,37,thin
155,96,fat
122,43,fat
198,35,thin
185,80,normal
167,52,normal
194,57,thin
173,78,fat
161,84,fat
194,73,normal
127,61,fat
153,83,fat
166,79,fat
182,62,normal
165,91,fat
184,89,fat
142,36,thin
159,89,fat
177,53,thin
143,61,fat
172,35,thin
173,94,fat
161,65,fat
184,88,fat
126,96,fat
197,53,thin
181,38,thin
148,88,fat
162,91,fat
169,77,fat
195,63,thin
136,78,fat
151,93,fat
121,70,fat
191,86,normal
189,98,fat
161,50,normal
156,51,normal
178,90,fat
179,88,fat
135,36,normal
131,51,fat
133,94,fat
154,88,fat
173,41,thin
128,76,fat
143,92,fat
171,75,fat
189,70,normal
184,46,thin
184,45,thin
154,73,fat
156,36,thin
187,82,normal
174,71,normal
140,90,fat
192,41,thin
186,73,normal
170,72,normal
162,81,fat
188,46,thin
197,36,thin
168,46,thin
188,38,thin
188,72,normal
149,77,fat
188,90,fat
149,77,fat
184,40,thin
200,68,thin
133,40,normal
150,37,thin
142,72,fat
123,72,fat
197,74,normal
137,38,normal
139,79,fat
196,91,normal
169,69,normal
136,83,fat
182,55,thin
167,36,thin
173,97,fat
164,84,fat
129,45,fat
198,98,normal
146,95,fat
168,75,fat
140,54,fat
141,55,fat
125,52,fat
150,36,thin
